id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz
420	Seq001/img/000421.png	Seq001/depth/000421.npy	0.739848	-0.005366	0.030812	0.672047	39.947779	-33.878226	7.920185
421	Seq001/img/000422.png	Seq001/depth/000422.npy	0.999661	-0.002057	-0.000844	0.025924	0.101303	8.627670	3.111506
422	Seq001/img/000423.png	Seq001/depth/000423.npy	0.999974	-0.001287	-0.000968	0.007003	0.636713	8.486956	2.939644
423	Seq001/img/000424.png	Seq001/depth/000424.npy	0.999998	0.000762	0.000077	0.001864	0.741447	8.380800	2.993627
424	Seq001/img/000425.png	Seq001/depth/000425.npy	0.999999	-0.000063	0.000537	0.000944	0.861408	8.462057	2.875117
425	Seq001/img/000426.png	Seq001/depth/000426.npy	0.999999	0.000109	0.000842	0.001137	0.829772	8.398690	2.931988
426	Seq001/img/000427.png	Seq001/depth/000427.npy	0.999999	0.000834	-0.000070	0.001462	0.941902	8.546424	2.891919
427	Seq001/img/000428.png	Seq001/depth/000428.npy	0.999999	-0.000092	-0.000470	0.000963	0.810764	8.492767	3.006583
428	Seq001/img/000429.png	Seq001/depth/000429.npy	1.000000	0.000380	-0.000017	0.000346	0.942498	8.391726	2.854016
429	Seq001/img/000430.png	Seq001/depth/000430.npy	0.999998	-0.001427	0.000906	0.000669	-0.848327	0.677971	0.964381
430	Seq001/img/000431.png	Seq001/depth/000431.npy	0.999990	-0.001731	-0.003974	0.000563	-7.159597	-0.534383	5.063366
431	Seq001/img/000432.png	Seq001/depth/000432.npy	0.999999	0.001031	-0.001245	-0.000443	-2.037000	-0.727989	1.292392
432	Seq001/img/000433.png	Seq001/depth/000433.npy	0.999995	-0.001984	-0.002280	-0.000981	-0.771669	-8.741682	-3.247166
433	Seq001/img/000434.png	Seq001/depth/000434.npy	0.999995	-0.001530	-0.001317	0.002556	-1.005299	-8.432189	-2.998845
434	Seq001/img/000435.png	Seq001/depth/000435.npy	0.999999	-0.000411	0.000718	0.000664	-0.985659	-8.414121	-2.965666
435	Seq001/img/000436.png	Seq001/depth/000436.npy	0.999999	-0.000042	0.000584	0.001356	-0.949485	-8.613177	-3.114678
436	Seq001/img/000437.png	Seq001/depth/000437.npy	0.999999	0.000069	0.000894	-0.000542	-1.154199	-8.394162	-3.008453
437	Seq001/img/000438.png	Seq001/depth/000438.npy	1.000000	-0.000621	0.000179	0.000127	-1.082388	-8.433048	-3.002265
438	Seq001/img/000439.png	Seq001/depth/000439.npy	0.999998	0.000899	0.001753	0.000150	-0.879127	-8.438733	-3.035516
439	Seq001/img/000440.png	Seq001/depth/000440.npy	1.000000	0.000088	-0.000523	-0.000361	-0.959245	-8.419913	-3.015398
440	Seq001/img/000441.png	Seq001/depth/000441.npy	0.999996	-0.000603	0.000995	0.002614	-0.844641	-1.777951	-0.179115
441	Seq001/img/000442.png	Seq001/depth/000442.npy	0.999979	-0.001484	-0.004471	-0.004441	-7.448892	-1.358793	5.137424
442	Seq001/img/000443.png	Seq001/depth/000443.npy	0.999999	-0.000015	-0.001171	-0.000593	-2.185891	0.086276	1.530623
443	Seq001/img/000444.png	Seq001/depth/000444.npy	0.999988	-0.000419	-0.001513	0.004689	1.396680	8.761679	3.008473
444	Seq001/img/000445.png	Seq001/depth/000445.npy	0.999993	-0.001307	-0.002905	-0.002092	1.146819	8.588735	3.077547
445	Seq001/img/000446.png	Seq001/depth/000446.npy	0.999999	-0.000885	-0.000982	0.000507	0.984438	8.372672	3.090673
446	Seq001/img/000447.png	Seq001/depth/000447.npy	1.000000	-0.000374	0.000134	0.000129	0.967118	8.293134	3.116358
447	Seq001/img/000448.png	Seq001/depth/000448.npy	0.999999	0.000982	0.001303	-0.000254	1.190042	8.356622	2.968194
448	Seq001/img/000449.png	Seq001/depth/000449.npy	1.000000	0.000230	-0.000481	-0.000578	1.044010	8.511962	3.099399
449	Seq001/img/000450.png	Seq001/depth/000450.npy	1.000000	0.000665	-0.000169	-0.000588	1.096842	8.371287	3.001003
450	Seq001/img/000451.png	Seq001/depth/000451.npy	1.000000	0.000187	0.000574	0.000289	0.940487	8.397396	3.057829
451	Seq001/img/000452.png	Seq001/depth/000452.npy	0.999999	-0.001035	0.001290	0.000113	0.037073	2.916315	1.435729
452	Seq001/img/000453.png	Seq001/depth/000453.npy	0.999994	0.001851	0.002215	0.002148	-7.691299	-0.838215	5.567146
453	Seq001/img/000454.png	Seq001/depth/000454.npy	0.999997	0.002200	0.000412	-0.000744	-1.878454	-0.673517	1.260426
454	Seq001/img/000455.png	Seq001/depth/000455.npy	0.999998	0.000419	0.001479	-0.001124	-0.900276	-8.636525	-3.318362
455	Seq001/img/000456.png	Seq001/depth/000456.npy	0.999998	0.000690	0.001438	0.001476	-1.044232	-8.606148	-3.084357
456	Seq001/img/000457.png	Seq001/depth/000457.npy	0.999999	-0.000469	0.000940	0.000849	-1.030424	-8.514108	-3.004281
457	Seq001/img/000458.png	Seq001/depth/000458.npy	0.999999	0.000031	0.001012	0.000169	-1.112511	-8.326567	-2.939321
458	Seq001/img/000459.png	Seq001/depth/000459.npy	0.999999	0.000779	0.000701	0.000090	-1.046065	-8.553540	-3.072905
459	Seq001/img/000460.png	Seq001/depth/000460.npy	0.999998	-0.000562	-0.001672	-0.000054	-0.947376	-8.330752	-2.902972
460	Seq001/img/000461.png	Seq001/depth/000461.npy	0.999999	0.000264	0.001303	0.000946	-1.074936	-8.537638	-3.046267
461	Seq001/img/000462.png	Seq001/depth/000462.npy	0.999997	0.000173	-0.001524	-0.001775	-1.043389	-8.473662	-2.995133
462	Seq001/img/000463.png	Seq001/depth/000463.npy	0.999998	-0.000523	0.000857	0.001981	-0.830576	-4.160795	-1.198186
463	Seq001/img/000464.png	Seq001/depth/000464.npy	0.999991	0.001068	-0.002676	-0.003187	-7.687797	-1.332235	5.228626
464	Seq001/img/000465.png	Seq001/depth/000465.npy	0.999998	0.000774	-0.001114	-0.001752	-1.984524	0.248698	1.435509
465	Seq001/img/000466.png	Seq001/depth/000466.npy	0.999988	-0.002940	-0.002239	0.003079	1.129998	8.829984	3.072137
466	Seq001/img/000467.png	Seq001/depth/000467.npy	0.999991	-0.002866	-0.003177	-0.000157	1.055718	8.607212	3.144214
467	Seq001/img/000468.png	Seq001/depth/000468.npy	0.999999	-0.001405	-0.000216	0.000280	1.086501	8.112233	2.921831
468	Seq001/img/000469.png	Seq001/depth/000469.npy	1.000000	-0.000562	-0.000046	-0.000456	1.000694	8.393520	3.108278
469	Seq001/img/000470.png	Seq001/depth/000470.npy	0.999997	0.001454	0.000050	-0.001849	1.144881	8.494070	3.113479
470	Seq001/img/000471.png	Seq001/depth/000471.npy	1.000000	0.000496	-0.000550	-0.000288	1.089890	8.295758	2.949246
471	Seq001/img/000472.png	Seq001/depth/000472.npy	1.000000	-0.000043	0.000079	-0.000421	0.985395	8.459840	3.104152
472	Seq001/img/000473.png	Seq001/depth/000473.npy	1.000000	0.000035	-0.000055	0.000399	1.026327	8.516784	3.099534
473	Seq001/img/000474.png	Seq001/depth/000474.npy	0.999998	-0.001219	0.001209	0.000719	0.277161	5.148799	2.217783
474	Seq001/img/000475.png	Seq001/depth/000475.npy	0.999998	-0.000438	-0.000880	0.001581	-7.722458	-0.995036	5.567190
475	Seq001/img/000476.png	Seq001/depth/000476.npy	0.999998	0.001385	-0.000281	-0.001454	-1.765378	-0.714537	1.203135
476	Seq001/img/000477.png	Seq001/depth/000477.npy	0.999997	0.000172	0.000685	-0.002255	-0.913456	-8.664768	-3.383983
477	Seq001/img/000478.png	Seq001/depth/000478.npy	0.999998	-0.000399	-0.000367	0.001709	-1.061393	-8.264718	-2.954688
478	Seq001/img/000479.png	Seq001/depth/000479.npy	0.999998	0.000403	-0.000160	0.001701	-0.978528	-8.484712	-3.177642
479	Seq001/img/000480.png	Seq001/depth/000480.npy	0.999998	0.001527	0.001208	-0.000009	-1.052241	-8.400840	-3.004761
480	Seq001/img/000481.png	Seq001/depth/000481.npy	0.999997	0.000247	0.000461	0.002332	-1.055606	-8.444468	-3.024946
481	Seq001/img/000482.png	Seq001/depth/000482.npy	0.999997	0.000888	0.001430	-0.001674	-1.149027	-8.384122	-3.090369
482	Seq001/img/000483.png	Seq001/depth/000483.npy	1.000000	0.000263	0.000370	0.000597	-1.192909	-8.510641	-3.051979
483	Seq001/img/000484.png	Seq001/depth/000484.npy	0.999999	-0.001206	-0.000976	-0.000624	-0.960341	-8.460103	-2.978172
484	Seq001/img/000485.png	Seq001/depth/000485.npy	0.999994	-0.002425	0.000895	0.002200	-1.286951	-6.519456	-1.882759
485	Seq001/img/000486.png	Seq001/depth/000486.npy	0.999992	0.000389	-0.001604	-0.003583	-7.641400	-1.354747	5.318512
486	Seq001/img/000487.png	Seq001/depth/000487.npy	0.999999	0.000358	-0.000576	-0.000791	-2.086147	0.032421	1.462099
487	Seq001/img/000488.png	Seq001/depth/000488.npy	0.999990	-0.000880	-0.002997	0.003078	1.522754	8.845119	3.072392
488	Seq001/img/000489.png	Seq001/depth/000489.npy	0.999989	-0.001593	-0.003218	-0.003089	1.128752	8.426887	3.021886
489	Seq001/img/000490.png	Seq001/depth/000490.npy	0.999999	-0.001044	-0.000778	-0.000572	1.052775	8.406976	3.087748
490	Seq001/img/000491.png	Seq001/depth/000491.npy	0.999997	-0.000521	-0.002248	0.001008	1.097156	8.590560	3.173172
491	Seq001/img/000492.png	Seq001/depth/000492.npy	1.000000	0.000134	0.000466	-0.000499	1.044209	8.132909	2.945688
492	Seq001/img/000493.png	Seq001/depth/000493.npy	1.000000	0.000277	-0.000251	0.000089	1.093348	8.511427	3.147813
493	Seq001/img/000494.png	Seq001/depth/000494.npy	1.000000	-0.000346	0.000678	-0.000408	0.962448	8.327740	3.195044
494	Seq001/img/000495.png	Seq001/depth/000495.npy	0.999999	-0.000394	0.001071	-0.000612	1.133431	8.448604	3.180514
495	Seq001/img/000496.png	Seq001/depth/000496.npy	1.000000	-0.000329	0.000787	0.000231	0.904078	7.610929	2.835690
